exp,prod,sum,const,nodes,unique_feats,filename,algo
2,0,0,6,8,6,COIL20_new/COIL20_run_19/COIL20-0.09903823403383238-16.0.tree,NEW
0,0,0,5,5,5,COIL20_new/COIL20_run_19/COIL20-0.12943930946791876-10.0.tree,NEW
10,2,0,26,38,25,COIL20_new/COIL20_run_19/COIL20-0.02724018881809409-2160.0.tree,NEW
6,0,0,23,29,21,COIL20_new/COIL20_run_19/COIL20-0.029334723619495018-88.0.tree,NEW
7,1,0,24,32,24,COIL20_new/COIL20_run_19/COIL20-0.028321712683508637-148.0.tree,NEW
8,1,0,25,34,25,COIL20_new/COIL20_run_19/COIL20-0.027693289365823714-162.0.tree,NEW
8,2,0,26,36,25,COIL20_new/COIL20_run_19/COIL20-0.027373104366943124-2136.0.tree,NEW
1,0,0,8,9,8,COIL20_new/COIL20_run_19/COIL20-0.0967287404985463-18.0.tree,NEW
1,0,0,12,13,12,COIL20_new/COIL20_run_19/COIL20-0.0787724262240112-26.0.tree,NEW
1,0,1,16,18,15,COIL20_new/COIL20_run_27/COIL20-0.05896557586258144-44.0.tree,NEW
1,0,1,21,23,20,COIL20_new/COIL20_run_27/COIL20-0.04335281364110588-54.0.tree,NEW
0,0,0,3,3,3,COIL20_new/COIL20_run_27/COIL20-0.15964352084730588-6.0.tree,NEW
6,0,2,27,35,26,COIL20_new/COIL20_run_27/COIL20-0.029138686284373216-162.0.tree,NEW
7,0,2,27,36,26,COIL20_new/COIL20_run_27/COIL20-0.02806155218347195-164.0.tree,NEW
5,0,2,25,32,24,COIL20_new/COIL20_run_27/COIL20-0.030274494187346013-136.0.tree,NEW
0,0,0,4,4,4,COIL20_new/COIL20_run_27/COIL20-0.14053578414934043-8.0.tree,NEW
1,0,0,4,5,4,COIL20_new/COIL20_run_27/COIL20-0.12824855382293704-10.0.tree,NEW
10,1,5,32,48,30,COIL20_new/COIL20_run_27/COIL20-0.025175532360830977-66658.0.tree,NEW
0,0,1,9,10,9,COIL20_new/COIL20_run_27/COIL20-0.09060407584395236-18.0.tree,NEW
2,0,1,23,26,21,COIL20_new/COIL20_run_27/COIL20-0.03585809998882128-70.0.tree,NEW
1,0,1,13,15,13,COIL20_new/COIL20_run_27/COIL20-0.06769197360086465-38.0.tree,NEW
3,0,1,23,27,23,COIL20_new/COIL20_run_27/COIL20-0.03337485561517295-72.0.tree,NEW
0,0,1,11,12,11,COIL20_new/COIL20_run_27/COIL20-0.07405778420523162-22.0.tree,NEW
1,0,1,14,16,14,COIL20_new/COIL20_run_27/COIL20-0.06476992743498061-40.0.tree,NEW
1,0,1,17,19,16,COIL20_new/COIL20_run_27/COIL20-0.0526256497317234-46.0.tree,NEW
1,0,1,20,22,19,COIL20_new/COIL20_run_27/COIL20-0.044185029156420086-52.0.tree,NEW
9,0,3,29,41,28,COIL20_new/COIL20_run_27/COIL20-0.025233798625083848-418.0.tree,NEW
1,0,0,5,6,5,COIL20_new/COIL20_run_27/COIL20-0.1033616164580079-12.0.tree,NEW
1,1,1,22,25,22,COIL20_new/COIL20_run_27/COIL20-0.03786217303822981-56.0.tree,NEW
0,0,0,2,2,2,COIL20_new/COIL20_run_27/COIL20-0.17945306095834285-4.0.tree,NEW
1,0,1,18,20,18,COIL20_new/COIL20_run_27/COIL20-0.051976605000372045-48.0.tree,NEW
8,0,2,28,38,27,COIL20_new/COIL20_run_27/COIL20-0.025692232096281464-178.0.tree,NEW
4,0,2,25,31,25,COIL20_new/COIL20_run_27/COIL20-0.030378567702511405-134.0.tree,NEW
8,0,3,29,40,29,COIL20_new/COIL20_run_27/COIL20-0.025339397496088212-226.0.tree,NEW
0,0,1,10,11,10,COIL20_new/COIL20_run_27/COIL20-0.08320399247335802-20.0.tree,NEW
4,0,1,24,29,24,COIL20_new/COIL20_run_27/COIL20-0.03062831852224429-86.0.tree,NEW
1,0,1,19,21,18,COIL20_new/COIL20_run_27/COIL20-0.04837561247112282-50.0.tree,NEW
2,0,1,22,25,21,COIL20_new/COIL20_run_27/COIL20-0.03629645931142317-58.0.tree,NEW
0,0,0,1,1,1,COIL20_new/COIL20_run_27/COIL20-0.2649359234108355-2.0.tree,NEW
1,0,1,15,17,14,COIL20_new/COIL20_run_27/COIL20-0.06101348833743231-42.0.tree,NEW
0,0,1,8,9,8,COIL20_new/COIL20_run_27/COIL20-0.0994585452529998-16.0.tree,NEW
0,0,1,6,7,6,COIL20_new/COIL20_run_18/COIL20-0.14507109788359734-12.0.tree,NEW
0,0,0,2,2,2,COIL20_new/COIL20_run_18/COIL20-0.21948390574931048-4.0.tree,NEW
1,0,4,18,23,16,COIL20_new/COIL20_run_18/COIL20-0.05968109583426512-39.0.tree,NEW
2,0,6,26,34,24,COIL20_new/COIL20_run_18/COIL20-0.037017440289886794-60.0.tree,NEW
13,4,13,40,70,32,COIL20_new/COIL20_run_18/COIL20-0.027612550301810757-963.5.tree,NEW
0,0,0,3,3,3,COIL20_new/COIL20_run_18/COIL20-0.156994082550861-6.0.tree,NEW
1,0,4,24,29,22,COIL20_new/COIL20_run_18/COIL20-0.04170838689544615-51.0.tree,NEW
3,0,5,26,34,25,COIL20_new/COIL20_run_18/COIL20-0.033015011364482094-68.0.tree,NEW
1,0,1,14,16,14,COIL20_new/COIL20_run_18/COIL20-0.07106746963261024-30.0.tree,NEW
8,5,7,35,55,30,COIL20_new/COIL20_run_18/COIL20-0.028332786068261284-266.0.tree,NEW
0,0,1,9,10,9,COIL20_new/COIL20_run_18/COIL20-0.12553840403532268-18.0.tree,NEW
1,0,1,13,15,13,COIL20_new/COIL20_run_18/COIL20-0.07778603332960748-28.0.tree,NEW
13,3,13,39,68,32,COIL20_new/COIL20_run_18/COIL20-0.027279359024517447-1714.0.tree,NEW
3,1,6,28,38,26,COIL20_new/COIL20_run_18/COIL20-0.03198024955287354-74.0.tree,NEW
1,0,2,15,18,13,COIL20_new/COIL20_run_18/COIL20-0.06997306757209948-33.0.tree,NEW
3,0,4,25,32,24,COIL20_new/COIL20_run_18/COIL20-0.03419878064684512-66.0.tree,NEW
1,0,1,12,14,12,COIL20_new/COIL20_run_18/COIL20-0.08267158506595212-26.0.tree,NEW
11,4,12,38,65,29,COIL20_new/COIL20_run_18/COIL20-0.028118677341829268-409.0.tree,NEW
5,2,5,29,41,26,COIL20_new/COIL20_run_18/COIL20-0.031038091977792392-90.0.tree,NEW
1,0,3,21,25,20,COIL20_new/COIL20_run_18/COIL20-0.0527620933936957-44.0.tree,NEW
1,0,4,23,28,21,COIL20_new/COIL20_run_18/COIL20-0.04388321829122882-49.0.tree,NEW
10,3,11,37,61,32,COIL20_new/COIL20_run_18/COIL20-0.02810875670690821-502.0.tree,NEW
1,0,1,16,18,16,COIL20_new/COIL20_run_18/COIL20-0.06464956405097283-34.0.tree,NEW
12,4,13,40,69,34,COIL20_new/COIL20_run_18/COIL20-0.027901261737089622-867.5.tree,NEW
0,0,1,10,11,10,COIL20_new/COIL20_run_18/COIL20-0.09051886550786153-20.0.tree,NEW
1,0,4,20,25,18,COIL20_new/COIL20_run_18/COIL20-0.05670645400178875-43.0.tree,NEW
12,4,13,40,69,33,COIL20_new/COIL20_run_18/COIL20-0.027841807791191386-959.5.tree,NEW
3,1,7,29,40,26,COIL20_new/COIL20_run_18/COIL20-0.031859094381101405-79.0.tree,NEW
8,3,8,33,52,31,COIL20_new/COIL20_run_18/COIL20-0.028669423951114215-128.0.tree,NEW
4,1,6,29,40,26,COIL20_new/COIL20_run_18/COIL20-0.031665467341083775-88.0.tree,NEW
0,0,4,22,26,18,COIL20_new/COIL20_run_18/COIL20-0.05242110067814271-45.0.tree,NEW
2,1,4,25,32,24,COIL20_new/COIL20_run_18/COIL20-0.03742140342052308-55.0.tree,NEW
1,0,4,19,24,17,COIL20_new/COIL20_run_18/COIL20-0.05790987825098748-41.0.tree,NEW
1,0,3,22,26,22,COIL20_new/COIL20_run_18/COIL20-0.044736323030777125-46.0.tree,NEW
1,0,3,18,22,17,COIL20_new/COIL20_run_18/COIL20-0.06261746404352087-38.0.tree,NEW
3,2,5,28,38,26,COIL20_new/COIL20_run_18/COIL20-0.03190339956405064-78.0.tree,NEW
7,6,9,37,59,34,COIL20_new/COIL20_run_18/COIL20-0.028577460131157584-259.0.tree,NEW
4,0,2,23,29,22,COIL20_new/COIL20_run_20/COIL20-0.037269240442655394-64.0.tree,NEW
4,1,3,26,34,22,COIL20_new/COIL20_run_20/COIL20-0.034780290539533965-81.0.tree,NEW
0,0,0,3,3,3,COIL20_new/COIL20_run_20/COIL20-0.167801822509129-6.0.tree,NEW
0,0,1,17,18,17,COIL20_new/COIL20_run_20/COIL20-0.04644034344958625-34.0.tree,NEW
4,1,3,25,33,22,COIL20_new/COIL20_run_20/COIL20-0.03500168837096679-70.0.tree,NEW
14,5,13,43,75,35,COIL20_new/COIL20_run_20/COIL20-0.025464406811238016-907.0.tree,NEW
0,0,0,8,8,8,COIL20_new/COIL20_run_20/COIL20-0.09117070478426098-16.0.tree,NEW
14,4,12,42,72,34,COIL20_new/COIL20_run_20/COIL20-0.025798261792980448-867.0.tree,NEW
13,5,11,40,69,33,COIL20_new/COIL20_run_20/COIL20-0.02607197583650034-623.0.tree,NEW
7,2,6,30,45,26,COIL20_new/COIL20_run_20/COIL20-0.028851535136746265-114.0.tree,NEW
0,0,1,18,19,18,COIL20_new/COIL20_run_20/COIL20-0.04361748034503388-36.0.tree,NEW
0,0,1,19,20,19,COIL20_new/COIL20_run_20/COIL20-0.04127412623891463-38.0.tree,NEW
5,0,3,24,32,22,COIL20_new/COIL20_run_20/COIL20-0.03498305807064528-79.0.tree,NEW
12,4,9,37,62,32,COIL20_new/COIL20_run_20/COIL20-0.02606162437588544-693.0.tree,NEW
0,0,0,5,5,5,COIL20_new/COIL20_run_20/COIL20-0.1367784601125267-10.0.tree,NEW
0,0,0,7,7,7,COIL20_new/COIL20_run_20/COIL20-0.0980951565876742-14.0.tree,NEW
0,0,0,2,2,2,COIL20_new/COIL20_run_20/COIL20-0.205864585662121-4.0.tree,NEW
13,4,11,40,68,32,COIL20_new/COIL20_run_20/COIL20-0.02586133700350185-836.0.tree,NEW
0,0,0,6,6,6,COIL20_new/COIL20_run_20/COIL20-0.12207970042477073-12.0.tree,NEW
0,0,1,21,22,21,COIL20_new/COIL20_run_20/COIL20-0.03957917644757358-42.0.tree,NEW
6,4,7,33,50,30,COIL20_new/COIL20_run_20/COIL20-0.02790556999403704-134.0.tree,NEW
2,1,1,23,27,21,COIL20_new/COIL20_run_20/COIL20-0.03769999627394072-61.0.tree,NEW
0,0,1,20,21,20,COIL20_new/COIL20_run_20/COIL20-0.04127359061778019-40.0.tree,NEW
15,5,14,44,78,32,COIL20_new/COIL20_run_20/COIL20-0.025388185595052126-141023.0.tree,NEW
0,0,0,9,9,9,COIL20_new/COIL20_run_20/COIL20-0.07858139578209922-18.0.tree,NEW
4,1,3,26,34,23,COIL20_new/COIL20_run_20/COIL20-0.03351075201207249-82.0.tree,NEW
19,4,14,43,80,34,COIL20_new/COIL20_run_20/COIL20-0.025323235710559333-598759.0.tree,NEW
6,1,3,26,36,24,COIL20_new/COIL20_run_20/COIL20-0.03166478034875969-86.0.tree,NEW
0,0,0,4,4,4,COIL20_new/COIL20_run_20/COIL20-0.14695336370072304-8.0.tree,NEW
10,3,8,34,55,29,COIL20_new/COIL20_run_20/COIL20-0.027030330128921365-229.0.tree,NEW
12,5,10,38,65,31,COIL20_new/COIL20_run_20/COIL20-0.026076761494895018-424.0.tree,NEW
5,5,5,31,46,28,COIL20_new/COIL20_run_20/COIL20-0.02939904473135141-91.0.tree,NEW
0,0,0,1,1,1,COIL20_new/COIL20_run_20/COIL20-0.24280184579700415-2.0.tree,NEW
2,0,1,22,25,21,COIL20_new/COIL20_run_20/COIL20-0.037783716186005234-58.0.tree,NEW
0,0,0,13,13,13,COIL20_new/COIL20_run_20/COIL20-0.06762732645875225-26.0.tree,NEW
6,3,6,31,46,27,COIL20_new/COIL20_run_20/COIL20-0.029178753073999697-113.0.tree,NEW
12,4,9,37,62,30,COIL20_new/COIL20_run_20/COIL20-0.02655070469111015-398.0.tree,NEW
9,1,6,30,46,26,COIL20_new/COIL20_run_29/COIL20-0.0254177844846864-459.0.tree,NEW
0,0,0,1,1,1,COIL20_new/COIL20_run_29/COIL20-1.1826095461658817-2.0.tree,NEW
1,0,0,11,12,11,COIL20_new/COIL20_run_29/COIL20-0.06782669396005697-24.0.tree,NEW
1,0,0,10,11,10,COIL20_new/COIL20_run_29/COIL20-0.0724958547581781-22.0.tree,NEW
9,1,5,29,44,27,COIL20_new/COIL20_run_29/COIL20-0.02543391133839995-291.0.tree,NEW
10,1,9,33,53,29,COIL20_new/COIL20_run_29/COIL20-0.024988507433489515-2455.25.tree,NEW
10,1,11,35,57,29,COIL20_new/COIL20_run_29/COIL20-0.024877901669274893-8034.0.tree,NEW
1,0,0,4,5,4,COIL20_new/COIL20_run_29/COIL20-0.14133238085922945-10.0.tree,NEW
9,1,10,34,54,28,COIL20_new/COIL20_run_29/COIL20-0.024980065578656174-4455.25.tree,NEW
1,0,0,9,10,9,COIL20_new/COIL20_run_29/COIL20-0.07882775821596266-20.0.tree,NEW
3,1,1,23,28,22,COIL20_new/COIL20_run_29/COIL20-0.030972257154035843-71.0.tree,NEW
1,0,0,8,9,8,COIL20_new/COIL20_run_29/COIL20-0.08411239427304584-18.0.tree,NEW
1,0,0,18,19,18,COIL20_new/COIL20_run_29/COIL20-0.036737438520008436-38.0.tree,NEW
4,1,3,25,33,25,COIL20_new/COIL20_run_29/COIL20-0.028801780590952564-117.0.tree,NEW
0,0,0,7,7,7,COIL20_new/COIL20_run_29/COIL20-0.1036254913741721-14.0.tree,NEW
10,2,10,35,57,30,COIL20_new/COIL20_run_29/COIL20-0.024960480475444857-4505.25.tree,NEW
9,1,7,31,48,29,COIL20_new/COIL20_run_29/COIL20-0.025297688911245175-507.0.tree,NEW
0,0,1,4,5,4,COIL20_new/COIL20_run_29/COIL20-0.17934026613384008-8.0.tree,NEW
2,1,0,22,25,21,COIL20_new/COIL20_run_29/COIL20-0.03146764848349304-58.0.tree,NEW
1,0,0,12,13,12,COIL20_new/COIL20_run_29/COIL20-0.06448323040092341-26.0.tree,NEW
3,1,2,24,30,24,COIL20_new/COIL20_run_29/COIL20-0.030336230345032467-85.0.tree,NEW
2,0,0,19,21,19,COIL20_new/COIL20_run_29/COIL20-0.03378305713913071-42.0.tree,NEW
0,0,0,2,2,2,COIL20_new/COIL20_run_29/COIL20-0.2390068536217302-4.0.tree,NEW
3,1,2,24,30,23,COIL20_new/COIL20_run_29/COIL20-0.03084252040017904-75.0.tree,NEW
2,0,0,20,22,20,COIL20_new/COIL20_run_29/COIL20-0.033428499236156484-44.0.tree,NEW
10,3,12,38,63,31,COIL20_new/COIL20_run_29/COIL20-0.024809004489902364-15964.75.tree,NEW
2,0,0,21,23,20,COIL20_new/COIL20_run_29/COIL20-0.03190553040465077-56.0.tree,NEW
4,1,2,24,31,24,COIL20_new/COIL20_run_29/COIL20-0.03029409093449592-93.0.tree,NEW
6,1,3,27,37,26,COIL20_new/COIL20_run_29/COIL20-0.02591820599523137-139.0.tree,NEW
9,1,8,32,50,29,COIL20_new/COIL20_run_29/COIL20-0.025048159326327535-1051.0.tree,NEW
1,0,0,5,6,5,COIL20_new/COIL20_run_29/COIL20-0.10936183070646172-12.0.tree,NEW
1,0,0,7,8,7,COIL20_new/COIL20_run_29/COIL20-0.0906078950555178-16.0.tree,NEW
10,1,11,35,57,28,COIL20_new/COIL20_run_29/COIL20-0.02488255924435473-6333.25.tree,NEW
10,1,7,31,49,27,COIL20_new/COIL20_run_29/COIL20-0.025275972967433558-831.25.tree,NEW
0,0,0,3,3,3,COIL20_new/COIL20_run_29/COIL20-0.210067220452344-6.0.tree,NEW
10,2,11,36,59,30,COIL20_new/COIL20_run_29/COIL20-0.02486838857217316-8082.0.tree,NEW
2,1,1,23,27,22,COIL20_new/COIL20_run_29/COIL20-0.031056000353976043-63.0.tree,NEW
9,1,7,31,48,28,COIL20_new/COIL20_run_29/COIL20-0.025176696754600825-835.0.tree,NEW
3,1,3,25,32,25,COIL20_new/COIL20_run_29/COIL20-0.028581721812355854-133.0.tree,NEW
10,1,10,34,55,29,COIL20_new/COIL20_run_29/COIL20-0.024972997708472333-4457.25.tree,NEW
0,0,0,2,2,2,COIL20_new/COIL20_run_1/COIL20-0.16835530544377397-4.0.tree,NEW
19,9,13,43,84,30,COIL20_new/COIL20_run_1/COIL20-0.026458391553021154-157164.0.tree,NEW
16,4,10,35,65,27,COIL20_new/COIL20_run_1/COIL20-0.02724386830240788-635.75.tree,NEW
20,6,10,37,73,29,COIL20_new/COIL20_run_1/COIL20-0.0267268891124523-1998.0.tree,NEW
0,0,0,8,8,8,COIL20_new/COIL20_run_1/COIL20-0.0795585201020953-16.0.tree,NEW
7,4,3,27,41,24,COIL20_new/COIL20_run_1/COIL20-0.032828242603770486-81.0.tree,NEW
20,7,10,38,75,27,COIL20_new/COIL20_run_1/COIL20-0.026483833556896208-2393.0.tree,NEW
8,4,4,28,44,24,COIL20_new/COIL20_run_1/COIL20-0.032526548177956804-88.0.tree,NEW
0,0,0,9,9,9,COIL20_new/COIL20_run_1/COIL20-0.0759506460056632-18.0.tree,NEW
6,2,3,25,36,23,COIL20_new/COIL20_run_1/COIL20-0.03397089714211099-64.0.tree,NEW
6,2,2,24,34,22,COIL20_new/COIL20_run_1/COIL20-0.03428368824055433-63.0.tree,NEW
7,2,3,25,37,23,COIL20_new/COIL20_run_1/COIL20-0.033218128213726605-68.0.tree,NEW
4,2,2,24,32,22,COIL20_new/COIL20_run_1/COIL20-0.037580773995827266-56.0.tree,NEW
8,4,4,28,44,23,COIL20_new/COIL20_run_1/COIL20-0.032459595536179664-92.0.tree,NEW
15,4,9,34,62,27,COIL20_new/COIL20_run_1/COIL20-0.027320112806469288-446.75.tree,NEW
6,3,3,26,38,24,COIL20_new/COIL20_run_1/COIL20-0.03331405097250184-67.0.tree,NEW
9,4,6,30,49,25,COIL20_new/COIL20_run_1/COIL20-0.03144381334302143-122.0.tree,NEW
7,3,3,26,39,23,COIL20_new/COIL20_run_1/COIL20-0.03317919088605681-71.0.tree,NEW
12,4,7,32,55,25,COIL20_new/COIL20_run_1/COIL20-0.02807673587823284-170.0.tree,NEW
0,0,0,3,3,3,COIL20_new/COIL20_run_1/COIL20-0.1428649442954017-6.0.tree,NEW
0,0,0,6,6,6,COIL20_new/COIL20_run_1/COIL20-0.08877626872345218-12.0.tree,NEW
0,0,0,5,5,5,COIL20_new/COIL20_run_1/COIL20-0.10604116597734536-10.0.tree,NEW
17,4,8,33,62,26,COIL20_new/COIL20_run_1/COIL20-0.027346346598107696-366.25.tree,NEW
7,4,4,28,43,24,COIL20_new/COIL20_run_1/COIL20-0.03302543268872482-80.0.tree,NEW
9,4,5,29,47,24,COIL20_new/COIL20_run_1/COIL20-0.03192349700052183-103.0.tree,NEW
7,4,3,27,41,25,COIL20_new/COIL20_run_1/COIL20-0.032027337636933884-95.0.tree,NEW
0,0,0,4,4,4,COIL20_new/COIL20_run_1/COIL20-0.12358736912213991-8.0.tree,NEW
2,2,2,24,30,22,COIL20_new/COIL20_run_1/COIL20-0.03955791461733382-52.0.tree,NEW
4,2,2,24,32,23,COIL20_new/COIL20_run_1/COIL20-0.03586321167747197-57.0.tree,NEW
0,0,0,10,10,10,COIL20_new/COIL20_run_1/COIL20-0.07113701887249396-20.0.tree,NEW
5,2,2,24,33,23,COIL20_new/COIL20_run_1/COIL20-0.03444911366346193-61.0.tree,NEW
3,1,1,20,25,20,COIL20_new/COIL20_run_1/COIL20-0.058155903010657206-46.0.tree,NEW
8,2,4,26,40,23,COIL20_new/COIL20_run_1/COIL20-0.03306945841717002-75.0.tree,NEW
14,4,7,32,57,25,COIL20_new/COIL20_run_1/COIL20-0.027911298811387153-194.0.tree,NEW
0,0,0,7,7,7,COIL20_new/COIL20_run_1/COIL20-0.0847967317795662-14.0.tree,NEW
2,2,2,23,29,21,COIL20_new/COIL20_run_1/COIL20-0.0443110864259631-50.0.tree,NEW
20,6,9,36,71,27,COIL20_new/COIL20_run_1/COIL20-0.027022633486101455-1049.25.tree,NEW
16,7,9,37,69,29,COIL20_new/COIL20_run_1/COIL20-0.026769890174379973-1812.0.tree,NEW
19,6,9,36,70,28,COIL20_new/COIL20_run_1/COIL20-0.026826281764661286-1625.25.tree,NEW
18,9,13,43,83,30,COIL20_new/COIL20_run_1/COIL20-0.026482867110067976-157152.0.tree,NEW
0,0,0,1,1,1,COIL20_new/COIL20_run_1/COIL20-0.2962589891199048-2.0.tree,NEW
13,4,6,31,54,26,COIL20_new/COIL20_run_1/COIL20-0.027370612564274366-215.0.tree,NEW
2,2,2,22,28,20,COIL20_new/COIL20_run_1/COIL20-0.04650097343319248-48.0.tree,NEW
10,4,5,29,48,25,COIL20_new/COIL20_run_1/COIL20-0.03168458668678742-115.0.tree,NEW
5,2,2,24,33,23,COIL20_new/COIL20_run_1/COIL20-0.03540551177434942-59.0.tree,NEW
1,0,4,25,30,25,COIL20_new/COIL20_run_6/COIL20-0.03589986679335311-62.0.tree,NEW
0,0,0,4,4,4,COIL20_new/COIL20_run_6/COIL20-0.15044843132871316-8.0.tree,NEW
7,0,8,33,48,31,COIL20_new/COIL20_run_6/COIL20-0.02635260637901482-504.0.tree,NEW
0,0,1,6,7,6,COIL20_new/COIL20_run_6/COIL20-0.13961800897980453-12.0.tree,NEW
0,0,1,15,16,14,COIL20_new/COIL20_run_6/COIL20-0.08316984080408368-30.0.tree,NEW
3,1,4,28,36,27,COIL20_new/COIL20_run_6/COIL20-0.031114196754601975-139.0.tree,NEW
0,0,0,5,5,5,COIL20_new/COIL20_run_6/COIL20-0.14478464537223323-10.0.tree,NEW
0,0,1,17,18,16,COIL20_new/COIL20_run_6/COIL20-0.07163330678515573-34.0.tree,NEW
5,0,6,30,41,27,COIL20_new/COIL20_run_6/COIL20-0.02815334134436298-213.0.tree,NEW
6,0,9,34,49,31,COIL20_new/COIL20_run_6/COIL20-0.02636242221849666-325.0.tree,NEW
